"Id","Nombre por defecto","Nombre Español (🇪🇸)","Nombre English (🇬🇧)","Nombre Française (🇫🇷)","Nombre Deutsch (🇩🇪)","Nombre Italiano (🇮🇹)","Nombre Português (🇵🇹)","Nombre Netherlands (🇳🇱)","Nombre Catalán (🇪)","Nombre Chino (🇨)"
"9dc6a376-502e-4369-906f-2d53f7bb970f","Almendra","","","","","","","","",""
"ac894b5d-dada-4236-8644-28e08be9e7eb","Almendra","","","","","","","","",""
"20965dc2-dfe9-4a79-b741-6454b2d6ec80","Almendra","Almendra","Almond","","Mandel","","","","Ametlla",""
"bd170286-9e90-4bde-952e-4d7e53de5714","Almendra","","","","","","","","",""
"6365bdbd-4020-4436-a7cf-7dad7f763098","Almendra","Almendra","Almond","","Mandel","","","","Ametlla",""
"9c07341a-8c47-40fc-b685-41ee277e7504","Almendra","","","","","","","","",""
"08e7276a-0c0b-4c0d-b7c5-6c36b0327013","Almendra","Almendra","Almond","","Mandel","","","","Ametlla",""
"c0569efb-753c-4f2b-b160-29138222d92d","Almendra","","","","","","","","",""
"fcad0a24-0dec-44df-85d5-31e3fea23a18","Almendra","Almendra","Almond","","Mandel","","","","Ametlla",""
"3874ff13-1d74-450e-b5e6-175a7109257e","Almendra","","","","","","","","",""
"58c4cd3e-4392-4670-b229-cc3ea295cc46","Almendra","","","","","","","","",""
"653e4093-a811-46c3-b2f3-282a2a17a3c5","Avellana","","","","","","","","",""
"59f910d5-d72d-464a-8658-8a7ad5738698","Caramelo","","","","","","","","",""
"5a9438fb-f3b1-461e-9fff-5a01f34df404","Chirizo","Chirizo","Chirizo","","Chirizo","","","","Xirís",""
"1d03f4d5-81a8-4946-88ae-a41517e014ec","Chocolate Blanco","Chocolate Blanco","White chocolate","","Weiße Schokolade","","","","Xocolata Blanca",""
"5f4afc73-8625-493d-9765-931d995e01e2","Chorizo","","","","","","","","",""
"2006a0e5-54fd-4b9a-aeb0-c18680d88202","Chorizo","Chorizo","Sausage","","Wurst","","","","Xoriço",""
"83c4cfd9-9603-4589-ae47-3efbad458aab","dulce de leche","dulce de leche","caramel sauce","","Karamellsauce","","","","dolç de llet",""
"721d3273-f419-4252-a189-628b7263c6d3","Dulce de leche","Dulce de leche","Caramel sauce","","Karamellsauce","","","","Dolç de llet",""
"0a999199-4353-4aa7-9e53-88a3d4b61354","Frutos Rojos","","","","","","","","",""
"8b92515d-f756-45bb-99b4-ab36df2bdded","Frutos Rojos","","","","","","","","",""
"4c39f16d-3829-424f-92aa-945d77e2f162","Gató Mallorquin","","","","","","","","",""
"5f4a49eb-cf29-431c-9c64-5f9fc8838f64","Hogwards","","","","","","","","",""
"5e7bf966-94f5-49e2-8a93-c09b2fc59862","Huevo cocido","","","","","","","","",""
"c2786bb8-3757-43ec-8a48-e7cdec02e3e1","Latte Macchiato","","","","","","","","",""
"20161dae-0413-4032-bb26-f60c21782386","Pollo","Pollo","Chicken","","Huhn","","","","Pollastre",""
"a552f917-d248-444a-954d-994bd57ad29b","Serrano","Serrano","Serrano","","Serrano","","","","Serrano",""
"b0f586cf-5c93-4ceb-987f-6658fd06c36a","Serrano","","","","","","","","",""
"80331596-d21e-4634-8e2b-2e601fea7bd5","Yogur","Yogur","Yogurt","","Joghurt","","","","Iogurt",""
"e3a92fcd-0949-489e-87c7-3f114e3936a4","Atun","","","","","","","","",""
"aaec56e2-59ed-47dd-83b4-70cc976d2c78","Botella","Botella","Bottle","","Flasche","","","","Ampolla",""
"5d755d1e-1351-4ee3-b82b-c354a0d1312a","chocolate blanco","chocolate blanco","white chocolate","","weiße Schokolade","","","","xocolata blanca",""
"ba1a67a0-1ce8-4581-bcee-cc5e9ac3e1d5","Coco","","","","","","","","",""
"fbf4fd67-6728-4910-b4d5-72c9b04ddc01","Coco","","","","","","","","",""
"269a8d5a-c9fc-47c7-95df-c7eca8572820","Coco","","","","","","","","",""
"74279ed3-0d98-4b1a-b87e-e04204b0ade4","Coco","","","","","","","","",""
"abb7a64e-6c92-4021-8f3f-0fa43f0ce04b","Coco","Coco","Coconut","","Kokosnuss","","","","Coco",""
"6b9851d6-3b7a-4a06-9372-aba1d468a851","Coco","","","","","","","","",""
"2e5696a4-0224-46f1-8303-69865818b388","Coco","","","","","","","","",""
"13233e7d-5036-4c9f-8ad0-b054d11f287a","Coco","","","","","","","","",""
"68b10a27-8468-41fd-85fd-961b761214f0","Coco","Coco","Coconut","","Kokosnuss","","","","Coco",""
"0e94921d-17a2-46bf-8089-28888c21b581","Coco","Coco","Coconut","","Kokosnuss","","","","Coco",""
"2794cb2a-a14a-4a6e-86bf-bd07a2c48462","Coco","","","","","","","","",""
"07752ca8-63b5-45d9-977b-6255487dcc3e","Coco","Coco","Coconut","","Kokosnuss","","","","Coco",""
"e926ab5c-ce21-4885-9616-21dac63c0850","Coco","Coco","Coconut","","Kokosnuss","","","","Coco",""
"2c25f5e0-5c44-426e-92b5-4708af603f24","Dulce de leche","","","","","","","","",""
"642b6968-0258-4337-8126-81c59f280fce","Dulce de leche","","","","","","","","",""
"78b9aa1b-c37d-4185-be43-9f7a604b68fa","Flat White","","","","","","","","",""
"fa217bfe-e7b2-4d7f-ae68-b8d0cca6a686","Fresa","","","","","","","","",""
"16f12b23-7137-48c7-a0cd-e6525a6dba7a","Guacamole","Guacamole","Guacamole","","Guacamole","","","","Guacamole",""
"b18d855b-fe6f-48ac-8349-585749607504","huevos revueltos","","","","","","","","",""
"ee1fb292-318f-4c14-be1b-7c0b05f23707","longaniza de payes","","","","","","","","",""
"c1e5906d-fb9a-41a9-94f3-9d154b99f6cd","longaniza de payes","longaniza de payes","farm sausage","","Bauernwurst","","","","llonganissa de pagès",""
"c6c1a726-c167-4222-b793-de0a29a0dfcc","Longaniza de payes","Longaniza de payes","farm sausage","","Bauernwurst","","","","Llonganissa de pages",""
"dea83f17-5df7-48b8-baf2-649abf0d8ee9","Lotus","Lotus","Lotus","","Lotus","","","","Lotus",""
"ad53849b-101b-4aeb-a91d-d59a840ef64b","Narcisa","","","","","","","","",""
"44c45fd1-9df5-4adb-b23a-f83b1b7440d4","Nutella","Nutella","Nutella","","Nutella","","","","Nutella",""
"40ccb595-fd1f-46a2-8ad6-0e5f85e1d670","Pudding","","","","","","","","",""
"9f3939d0-66ca-4580-9871-8bc6f686f4db","Queso","Queso","Cheese","","Käse","","","","Formatge",""
"96110e26-c555-4730-a6e6-45e8a530f330","Queso","","","","","","","","",""
"2ccc6869-b6b1-423e-add3-14e8ffb79ece","Salchichon","","","","","","","","",""
"77896b6c-5aac-4dc1-a5af-380e0d635678","Aguacate","","","","","","","","",""
"b5b444b6-cbce-43e9-b3fd-4738e23afb06","Aguacate","Aguacate","Avocado","","Avocado","","","","Alvocat",""
"61322b4a-4574-4f8d-871a-f5e2df9194de","Bizcocho de chocolate","","","","","","","","",""
"c9b794c3-8f59-4b45-baf4-e32c6f87193d","Cabra","","","","","","","","",""
"03bef914-65f7-4c99-8105-32f88aa9ae26","Cabra","","","","","","","","",""
"b39932db-c3b2-4dcc-ad79-ef9114ef9ba9","Cabra","Cabra","Goat","","Ziege","","","","Cabra",""
"510e918b-f911-47b2-9e88-80dd6f26b1b7","Cabra","","","","","","","","",""
"a03c2b1c-37fe-4b1c-b303-8f7d7404ed58","Cabra","Cabra","Goat","","Ziege","","","","Cabra",""
"db0efded-9516-4767-b830-96d72d9d1cb0","Cabra","","","","","","","","",""
"d5145671-46f6-4ddb-a1f8-0571c0dbddd9","Cabra","","","","","","","","",""
"79c4169d-9896-48d0-b795-8b49eda77a74","Cabra","Cabra","Goat","","Ziege","","","","Cabra",""
"40e84f43-4867-495f-a3ae-1362b3dbc1e5","Cabra","","","","","","","","",""
"4e7faf5f-9913-4545-bad3-8a0b40dde247","Cabra","Cabra","Goat","","Ziege","","","","Cabra",""
"354a1a5f-3742-4e78-8e9c-82b804ca318a","Cabra","","","","","","","","",""
"5ff3b84a-a321-45eb-b699-b4d80a1f33f8","camaiot","","","","","","","","",""
"52bf4397-7ae5-4846-8c1c-0e5dc56c862e","camaiot","camaiot","camaiot","","camaiot","","","","camaiot",""
"f5d0994c-2fca-4ae3-95c7-fc75fa67288d","Chorizo","","","","","","","","",""
"02f99e1f-cd27-4e25-a5cb-2ad34e5a6e25","crema de cacahuete","crema de cacahuete","peanut butter","","Erdnussbutter","","","","crema de cacauet",""
"a9a55432-cfd7-4c99-b58b-4c08d1ffb52b","Doble expresso","","","","","","","","",""
"dfbcf640-e68a-4115-b7ee-4d5a1705c08d","Lotus","Lotus","Lotus","","Lotus","","","","Lotus",""
"70181940-1c7f-4ff3-88e4-4c810c4c126b","Mandragora","","","","","","","","",""
"736719ee-d305-484d-ac72-8613cb7842bd","Mermelada","Mermelada","Jam","","Marmelade","","","","Melmelada",""
"4923123b-bc08-4ee5-a609-888b8aea256d","Nata","","","","","","","","",""
"d3bb79d2-1696-40da-8592-f23b54978cdd","Nata","","","","","","","","",""
"0b0d5efa-1acf-4445-8161-f3e8e07d18c5","Queso","Queso","Cheese","","Käse","","","","Formatge",""
"bfb42498-3c9a-44c6-9188-fd15b17dd624","Americano","","","","","","","","",""
"a65f7b0c-2b49-428d-8a03-be30d95e6efd","Atun","","","","","","","","",""
"5862f7d7-271f-4271-b7d7-9dd73511f494","Chocolate Blanco","Chocolate Blanco","White chocolate","","Weiße Schokolade","","","","Xocolata Blanca",""
"25cc6015-bff8-41d3-8161-a5d8013ed55b","Luna","","","","","","","","",""
"535e6d4e-9a80-426b-b5ec-158e59472e63","Mermelada","Mermelada","Jam","","Marmelade","","","","Melmelada",""
"f790c6c7-2504-45c4-b4d6-ce3efebe386f","Opción 7","","","","","","","","",""
"20ab4f6a-df99-4c3d-8434-26dc36d9c9ea","Sin Lactosa","","","","","","","","",""
"4a340fcb-b2b4-4890-a4c1-a33cb60a35dc","York","York","york","","York","","","","York",""
"aba74c8c-609f-4348-a863-a3056bf32bc7","York","","","","","","","","",""
"3bc9af17-0502-4c85-bfe9-791847498b54","Lotus","Lotus","Lotus","","Lotus","","","","Lotus",""
"033fdab8-10b7-4fbf-ad6b-5283bec5562d","Queso","","","","","","","","",""
"c58a9590-ca08-4fdc-a6f4-2c644d9d6a55","Queso","Queso","Cheese","","Käse","","","","Formatge",""
"7f39f3ad-7bec-49f9-9a3a-992efe81def7","Atun","","","","","","","","",""
"ef1d6361-046f-4948-9562-4d1c75d3e2d4","Mortadela","Mortadela","Mortadella","","Mortadella","","","","Mortadel·la",""
"8c149919-d60f-4ce4-b58e-3c19166631cf","Mozzarella","","","","","","","","",""
